platform,brand,campaign_type,spend,impressions,clicks,orders,revenue,day_of_week,is_weekend,CTR,ROAS,CPC,is_risky
Zepto,Dove,Sponsored_Display,16970.11,188156,1875,49,24361.5,3,0,0.01,1.44,9.05,1
Blinkit,Surf_Excel,Sponsored_Products,47026.26,422082,15913,1867,1567806.26,6,1,0.0377,33.34,2.96,0
Zepto,Dove,Sponsored_Products,17479.82,137615,4369,483,261110.38,5,1,0.0317,14.94,4.0,0
Zepto,Knorr,Sponsored_Brands,49412.14,200566,5040,235,37560.62,0,0,0.0251,0.76,9.8,1
Blinkit,Cadbury,Sponsored_Brands,24518.91,114463,2256,91,24583.73,3,0,0.0197,1.0,10.87,1
Swiggy,Dove,Sponsored_Products,9368.61,74811,2410,115,58174.71,1,0,0.0322,6.21,3.89,0
Blinkit,Surf_Excel,Sponsored_Display,44611.43,527577,3802,95,75591.33,4,0,0.0072,1.69,11.73,1
Zepto,Bingo,Sponsored_Products,23287.59,163216,8562,884,76400.68,6,1,0.0525,3.28,2.72,0
Zepto,Dove,Sponsored_Products,35628.73,264409,6713,587,300608.1,0,0,0.0254,8.44,5.31,0
Blinkit,Oreo,Sponsored_Display,49193.72,568716,4078,74,8520.17,1,0,0.0072,0.17,12.06,1
Swiggy,Bingo,Sponsored_Brands,2983.68,18648,435,26,2460.06,5,1,0.0233,0.82,6.86,1
Zepto,Surf_Excel,Sponsored_Products,5286.38,33816,860,59,40806.69,1,0,0.0254,7.72,6.15,0
Zepto,Knorr,Sponsored_Brands,36162.61,175474,3109,158,24184.94,0,0,0.0177,0.67,11.63,1
Zepto,Cadbury,Sponsored_Brands,14450.34,61626,1334,74,17764.01,5,1,0.0216,1.23,10.83,1
Blinkit,Dove,Sponsored_Display,9622.92,137638,1047,30,16521.29,1,0,0.0076,1.72,9.19,1
Zepto,Surf_Excel,Sponsored_Display,2448.41,25204,276,8,6323.13,5,1,0.011,2.58,8.87,1
Swiggy,Bingo,Sponsored_Brands,1581.41,9587,232,14,1277.92,6,1,0.0242,0.81,6.82,1
Zepto,Oreo,Sponsored_Products,38837.04,239366,12480,1639,217783.63,6,1,0.0521,5.61,3.11,0
Zepto,Surf_Excel,Sponsored_Brands,7154.45,36974,635,32,25676.62,0,0,0.0172,3.59,11.27,0
Swiggy,Sunfeast,Sponsored_Products,23652.17,188155,5159,307,55883.03,0,0,0.0274,2.36,4.58,1
Zepto,Ariel,Sponsored_Products,30491.89,223182,8051,749,523529.48,5,1,0.0361,17.17,3.79,0
Blinkit,Oreo,Sponsored_Display,21703.41,266868,1622,43,5100.37,2,0,0.0061,0.24,13.38,1
Blinkit,Bingo,Sponsored_Products,1841.78,13270,384,43,3931.73,3,0,0.0289,2.13,4.8,1
Blinkit,Knorr,Sponsored_Products,39283.32,334010,14793,1534,213147.08,1,0,0.0443,5.43,2.66,0
Swiggy,Cadbury,Sponsored_Brands,1020.4,5187,116,6,1514.45,1,0,0.0224,1.48,8.8,1
Zepto,Bingo,Sponsored_Display,38213.55,449553,2973,65,6285.59,2,0,0.0066,0.16,12.85,1
Blinkit,Ariel,Sponsored_Products,44718.57,348065,13454,1218,908295.71,2,0,0.0387,20.31,3.32,0
Swiggy,Knorr,Sponsored_Products,21925.58,216024,9822,832,135907.31,2,0,0.0455,6.2,2.23,0
Zepto,Dove,Sponsored_Display,27009.35,277287,1702,30,17212.86,4,0,0.0061,0.64,15.87,1
Swiggy,Surf_Excel,Sponsored_Brands,24110.68,153351,3597,200,144836.14,4,0,0.0235,6.01,6.7,0
Blinkit,Sunfeast,Sponsored_Display,19765.83,233964,2273,80,13733.91,5,1,0.0097,0.69,8.7,1
Blinkit,Oreo,Sponsored_Display,44427.51,593661,4764,107,14021.69,4,0,0.008,0.32,9.33,1
Blinkit,Oreo,Sponsored_Products,44749.71,336026,16491,1480,167656.9,6,1,0.0491,3.75,2.71,0
Swiggy,Surf_Excel,Sponsored_Products,17122.91,167704,5973,636,485986.42,6,1,0.0356,28.38,2.87,0
Swiggy,Sunfeast,Sponsored_Brands,30945.95,183014,2588,100,18054.27,0,0,0.0141,0.58,11.96,1
Blinkit,Surf_Excel,Sponsored_Products,46381.92,353090,18181,2680,1908667.99,5,1,0.0515,41.15,2.55,0
Swiggy,Dove,Sponsored_Products,48121.9,405323,18009,1749,931723.89,1,0,0.0444,19.36,2.67,0
Blinkit,Ariel,Sponsored_Display,25693.47,333366,1880,27,18193.95,3,0,0.0056,0.71,13.67,1
Blinkit,Knorr,Sponsored_Products,22914.83,205735,8008,603,89711.21,0,0,0.0389,3.91,2.86,0
Zepto,Bingo,Sponsored_Brands,14295.37,72188,1363,55,4834.34,1,0,0.0189,0.34,10.49,1
Swiggy,Oreo,Sponsored_Display,47964.16,664493,4223,85,10300.45,1,0,0.0064,0.21,11.36,1
Blinkit,Dove,Sponsored_Brands,7569.31,38216,681,52,27327.68,5,1,0.0178,3.61,11.11,0
Blinkit,Knorr,Sponsored_Display,29201.56,363117,3645,83,12532.19,2,0,0.01,0.43,8.01,1
Swiggy,Dove,Sponsored_Products,14486.24,109114,4454,273,159401.67,2,0,0.0408,11.0,3.25,0
Zepto,Sunfeast,Sponsored_Display,14310.91,148028,1414,22,4033.06,0,0,0.0096,0.28,10.12,1
Zepto,Oreo,Sponsored_Display,20545.95,248578,1746,40,4314.01,2,0,0.007,0.21,11.77,1
Blinkit,Bingo,Sponsored_Products,49940.25,360855,10138,645,54341.98,1,0,0.0281,1.09,4.93,1
Swiggy,Surf_Excel,Sponsored_Products,3220.83,27729,705,67,51494.59,2,0,0.0254,15.99,4.57,0
Zepto,Surf_Excel,Sponsored_Brands,29137.82,140063,2715,148,99940.81,4,0,0.0194,3.43,10.73,0
Swiggy,Knorr,Sponsored_Brands,4587.32,23005,393,16,2620.27,2,0,0.0171,0.57,11.67,1
Swiggy,Bingo,Sponsored_Products,8148.78,73120,2841,136,12800.21,1,0,0.0389,1.57,2.87,1
Blinkit,Ariel,Sponsored_Products,22258.37,156513,8367,1242,914801.73,5,1,0.0535,41.1,2.66,0
Zepto,Cadbury,Sponsored_Products,25767.78,188086,6445,584,152606.19,0,0,0.0343,5.92,4.0,0
Blinkit,Sunfeast,Sponsored_Display,13310.22,147831,1406,41,7766.49,3,0,0.0095,0.58,9.47,1
Zepto,Knorr,Sponsored_Display,16164.63,208315,1279,22,3478.08,2,0,0.0061,0.22,12.64,1
Zepto,Cadbury,Sponsored_Display,4804.87,48761,503,9,2024.43,6,1,0.0103,0.42,9.55,1
Zepto,Dove,Sponsored_Products,15509.38,113094,4754,336,173450.65,6,1,0.042,11.18,3.26,0
Zepto,Sunfeast,Sponsored_Brands,48344.64,210463,4119,205,38024.74,1,0,0.0196,0.79,11.74,1
Zepto,Dove,Sponsored_Products,47263.02,361443,12777,1191,690919.7,3,0,0.0353,14.62,3.7,0
Swiggy,Ariel,Sponsored_Display,17076.48,246186,1927,25,17002.71,3,0,0.0078,1.0,8.86,1
Blinkit,Bingo,Sponsored_Display,28757.27,400255,3288,74,6215.87,4,0,0.0082,0.22,8.75,1
Swiggy,Oreo,Sponsored_Products,45524.97,375172,10681,753,94619.38,3,0,0.0285,2.08,4.26,1
Zepto,Sunfeast,Sponsored_Products,806.1,5820,218,24,4780.1,6,1,0.0375,5.93,3.7,0
Blinkit,Cadbury,Sponsored_Display,40628.84,582126,5457,199,47949.79,5,1,0.0094,1.18,7.45,1
Zepto,Ariel,Sponsored_Display,47444.29,475130,2839,74,50629.66,1,0,0.006,1.07,16.71,1
Blinkit,Oreo,Sponsored_Display,5020.62,64333,496,12,1448.23,1,0,0.0077,0.29,10.12,1
Swiggy,Surf_Excel,Sponsored_Products,8491.66,70605,2007,129,93517.95,2,0,0.0284,11.01,4.23,0
Blinkit,Cadbury,Sponsored_Display,48056.94,632168,3866,64,14463.84,2,0,0.0061,0.3,12.43,1
Blinkit,Knorr,Sponsored_Display,27108.24,298198,1835,53,8435.46,2,0,0.0062,0.31,14.77,1
Blinkit,Surf_Excel,Sponsored_Brands,1202.73,5763,165,9,6889.58,6,1,0.0286,5.73,7.29,0
Blinkit,Ariel,Sponsored_Products,13252.78,99357,5006,401,284043.33,6,1,0.0504,21.43,2.65,0
Blinkit,Surf_Excel,Sponsored_Brands,22772.21,118144,2564,199,160859.67,6,1,0.0217,7.06,8.88,0
Zepto,Knorr,Sponsored_Brands,34798.99,144136,3256,153,19997.93,6,1,0.0226,0.57,10.69,1
Blinkit,Sunfeast,Sponsored_Display,36791.44,477045,4132,136,24515.95,6,1,0.0087,0.67,8.9,1
Blinkit,Surf_Excel,Sponsored_Products,49773.36,417829,15172,1794,1204087.59,6,1,0.0363,24.19,3.28,0
Swiggy,Bingo,Sponsored_Display,14731.8,180568,2050,37,3220.59,5,1,0.0114,0.22,7.19,1
Blinkit,Cadbury,Sponsored_Products,27141.9,192020,8114,686,177844.53,6,1,0.0423,6.55,3.35,0
Swiggy,Oreo,Sponsored_Brands,26899.52,160884,2977,134,15173.47,3,0,0.0185,0.56,9.04,1
Zepto,Surf_Excel,Sponsored_Products,20579.44,148432,3696,352,235377.4,3,0,0.0249,11.44,5.57,0
Blinkit,Cadbury,Sponsored_Display,8873.51,106030,988,27,6542.62,4,0,0.0093,0.74,8.98,1
Swiggy,Dove,Sponsored_Display,48884.1,633837,6814,131,74782.62,5,1,0.0108,1.53,7.17,1
Swiggy,Cadbury,Sponsored_Display,42739.2,518516,5045,103,28632.25,2,0,0.0097,0.67,8.47,1
Zepto,Oreo,Sponsored_Products,25167.48,194013,6555,367,44108.64,0,0,0.0338,1.75,3.84,1
Blinkit,Cadbury,Sponsored_Brands,30360.65,157157,3388,258,66166.12,6,1,0.0216,2.18,8.96,1
Blinkit,Knorr,Sponsored_Brands,11749.42,60837,967,60,8426.93,4,0,0.0159,0.72,12.15,1
Swiggy,Ariel,Sponsored_Products,27417.46,250399,7181,675,412219.55,0,0,0.0287,15.03,3.82,0
Blinkit,Oreo,Sponsored_Display,34901.02,509362,4035,89,9920.23,3,0,0.0079,0.28,8.65,1
Swiggy,Ariel,Sponsored_Brands,26000.77,150012,3310,178,122878.45,4,0,0.0221,4.73,7.86,0
Blinkit,Sunfeast,Sponsored_Display,49519.12,680070,4746,80,13301.67,4,0,0.007,0.27,10.43,1
Swiggy,Ariel,Sponsored_Products,30761.41,261393,9493,896,580289.91,1,0,0.0363,18.86,3.24,0
Blinkit,Dove,Sponsored_Display,18863.2,215298,1785,33,16491.52,3,0,0.0083,0.87,10.57,1
Zepto,Knorr,Sponsored_Brands,38721.53,186917,4287,146,21096.81,3,0,0.0229,0.54,9.03,1
Blinkit,Sunfeast,Sponsored_Brands,8937.89,41196,962,78,13258.59,5,1,0.0234,1.48,9.29,1
Blinkit,Cadbury,Sponsored_Display,19533.53,251865,2112,61,13944.99,4,0,0.0084,0.71,9.25,1
Zepto,Oreo,Sponsored_Products,17674.47,130284,5499,381,45418.05,6,1,0.0422,2.57,3.21,1
Blinkit,Dove,Sponsored_Display,21874.45,269076,2089,39,20342.98,3,0,0.0078,0.93,10.47,1
Zepto,Knorr,Sponsored_Products,39198.1,249041,11160,854,129712.33,4,0,0.0448,3.31,3.51,0
Blinkit,Sunfeast,Sponsored_Display,24466.57,312689,3096,72,13634.63,5,1,0.0099,0.56,7.9,1
Swiggy,Sunfeast,Sponsored_Brands,39803.72,202370,5675,266,51443.55,6,1,0.028,1.29,7.01,1
Swiggy,Dove,Sponsored_Products,29036.2,260185,8781,536,287597.71,5,1,0.0337,9.9,3.31,0
Blinkit,Bingo,Sponsored_Products,17432.44,131923,3753,413,34401.56,1,0,0.0284,1.97,4.64,1
Blinkit,Cadbury,Sponsored_Products,40593.95,314078,13182,1207,278469.91,6,1,0.042,6.86,3.08,0
Blinkit,Dove,Sponsored_Brands,12295.34,57695,1341,72,42269.88,4,0,0.0232,3.44,9.17,0
Swiggy,Sunfeast,Sponsored_Display,11606.96,180831,1851,41,6725.9,3,0,0.0102,0.58,6.27,1
Blinkit,Surf_Excel,Sponsored_Brands,25472.89,143477,2247,145,111148.21,3,0,0.0157,4.36,11.34,0
Swiggy,Knorr,Sponsored_Products,13412.04,106747,3971,323,42958.78,4,0,0.0372,3.2,3.38,0
Zepto,Dove,Sponsored_Display,949.81,10365,59,1,599.54,4,0,0.0057,0.63,16.1,1
Swiggy,Bingo,Sponsored_Brands,32590.73,194769,4335,235,19389.38,4,0,0.0223,0.59,7.52,1
Swiggy,Sunfeast,Sponsored_Products,25799.14,195166,6196,323,59603.64,2,0,0.0317,2.31,4.16,1
Zepto,Cadbury,Sponsored_Products,22553.13,172084,6228,531,141391.95,6,1,0.0362,6.27,3.62,0
Swiggy,Ariel,Sponsored_Brands,48364.94,262741,6596,223,173344.61,3,0,0.0251,3.58,7.33,0
Blinkit,Sunfeast,Sponsored_Brands,28774.36,128990,2566,201,39918.01,6,1,0.0199,1.39,11.21,1
Blinkit,Cadbury,Sponsored_Brands,43239.86,239125,6655,422,97880.06,5,1,0.0278,2.26,6.5,1
Swiggy,Dove,Sponsored_Products,7402.79,58146,1992,147,87960.25,3,0,0.0343,11.88,3.72,0
Blinkit,Cadbury,Sponsored_Brands,28675.72,138581,2548,130,35250.48,2,0,0.0184,1.23,11.25,1
Swiggy,Oreo,Sponsored_Products,43464.99,366834,14907,765,86515.3,4,0,0.0406,1.99,2.92,1
Blinkit,Oreo,Sponsored_Brands,29363.73,171516,2922,163,17246.66,1,0,0.017,0.59,10.05,1
Blinkit,Oreo,Sponsored_Products,36041.7,276082,10087,1152,141045.56,4,0,0.0365,3.91,3.57,0
Swiggy,Bingo,Sponsored_Products,18916.16,143190,5868,334,28330.09,4,0,0.041,1.5,3.22,1
Blinkit,Bingo,Sponsored_Display,5076.25,62333,585,15,1451.11,2,0,0.0094,0.29,8.68,1
Swiggy,Surf_Excel,Sponsored_Brands,23166.06,127416,2348,169,123799.85,6,1,0.0184,5.34,9.87,0
Blinkit,Bingo,Sponsored_Brands,20026.73,88058,1969,116,10216.85,3,0,0.0224,0.51,10.17,1
Blinkit,Ariel,Sponsored_Products,43419.48,349404,13230,1369,935079.02,4,0,0.0379,21.54,3.28,0
Zepto,Dove,Sponsored_Products,12577.77,88115,3624,285,162179.33,3,0,0.0411,12.89,3.47,0
Zepto,Sunfeast,Sponsored_Products,48353.34,322531,10675,1090,192025.06,0,0,0.0331,3.97,4.53,0
Swiggy,Sunfeast,Sponsored_Display,47927.84,751606,5116,152,26560.79,5,1,0.0068,0.55,9.37,1
Zepto,Surf_Excel,Sponsored_Display,12757.77,132602,1547,54,39648.13,6,1,0.0117,3.11,8.25,0
Swiggy,Bingo,Sponsored_Products,17728.57,171290,5660,507,44826.91,3,0,0.033,2.53,3.13,1
Zepto,Ariel,Sponsored_Brands,44830.01,203542,4427,295,184127.95,1,0,0.0217,4.11,10.13,0
Blinkit,Cadbury,Sponsored_Brands,48347.8,217997,5173,261,64931.05,5,1,0.0237,1.34,9.35,1
Swiggy,Surf_Excel,Sponsored_Display,22450.24,347814,3365,61,51235.82,1,0,0.0097,2.28,6.67,1
Swiggy,Ariel,Sponsored_Display,16389.35,215173,1210,21,13967.15,4,0,0.0056,0.85,13.54,1
Blinkit,Cadbury,Sponsored_Products,26541.65,226255,8283,959,221776.5,5,1,0.0366,8.36,3.2,0
Swiggy,Ariel,Sponsored_Brands,34544.58,186373,2808,87,58920.5,3,0,0.0151,1.71,12.3,1
Swiggy,Cadbury,Sponsored_Products,14036.99,118034,4728,463,117547.74,5,1,0.0401,8.37,2.97,0
Zepto,Knorr,Sponsored_Display,36955.42,484664,4281,109,16795.71,4,0,0.0088,0.45,8.63,1
Swiggy,Ariel,Sponsored_Brands,3057.04,18091,409,13,9596.96,2,0,0.0226,3.14,7.47,0
Blinkit,Sunfeast,Sponsored_Brands,2940.08,13753,251,21,4045.53,6,1,0.0183,1.38,11.71,1
Zepto,Oreo,Sponsored_Display,19621.24,258521,1476,27,3030.0,1,0,0.0057,0.15,13.29,1
Zepto,Bingo,Sponsored_Products,17996.92,111849,3660,364,28508.17,4,0,0.0327,1.58,4.92,1
Blinkit,Cadbury,Sponsored_Products,16123.84,144367,4532,513,119166.52,2,0,0.0314,7.39,3.56,0
Blinkit,Knorr,Sponsored_Brands,24805.48,125859,3815,201,27076.79,5,1,0.0303,1.09,6.5,1
Zepto,Ariel,Sponsored_Display,16376.31,189857,1580,52,36514.03,5,1,0.0083,2.23,10.36,1
Swiggy,Sunfeast,Sponsored_Brands,10016.77,55121,832,36,7366.29,4,0,0.0151,0.74,12.04,1
Zepto,Oreo,Sponsored_Display,15818.74,160780,1536,22,2372.07,3,0,0.0096,0.15,10.3,1
Blinkit,Cadbury,Sponsored_Products,48757.76,398553,12808,1437,385907.33,5,1,0.0321,7.91,3.81,0
Zepto,Ariel,Sponsored_Display,20850.11,220451,2228,31,19330.27,3,0,0.0101,0.93,9.36,1
Blinkit,Ariel,Sponsored_Products,22513.28,184861,5513,428,277957.81,3,0,0.0298,12.35,4.08,0
Zepto,Cadbury,Sponsored_Display,29038.98,336022,3250,95,22636.56,6,1,0.0097,0.78,8.94,1
Swiggy,Surf_Excel,Sponsored_Brands,49175.37,303599,5524,291,233284.9,3,0,0.0182,4.74,8.9,0
Zepto,Surf_Excel,Sponsored_Products,12459.26,94683,3489,293,220153.33,0,0,0.0368,17.67,3.57,0
Zepto,Sunfeast,Sponsored_Brands,34223.46,155945,3890,291,49495.92,6,1,0.0249,1.45,8.8,1
Blinkit,Oreo,Sponsored_Brands,35941.24,201743,2986,219,27421.2,2,0,0.0148,0.76,12.04,1
Blinkit,Cadbury,Sponsored_Products,30562.56,239168,6795,592,164882.69,2,0,0.0284,5.39,4.5,0
Blinkit,Sunfeast,Sponsored_Products,4884.63,36119,1384,170,30656.36,5,1,0.0383,6.28,3.53,0
Zepto,Sunfeast,Sponsored_Brands,34005.18,139111,3455,197,32408.59,5,1,0.0248,0.95,9.84,1
Swiggy,Dove,Sponsored_Brands,3672.69,18638,362,14,7899.52,3,0,0.0194,2.15,10.15,1
Blinkit,Ariel,Sponsored_Brands,30009.06,169087,4929,450,329921.4,6,1,0.0292,10.99,6.09,0
Blinkit,Bingo,Sponsored_Brands,37109.27,202751,4497,284,24160.91,6,1,0.0222,0.65,8.25,1
Zepto,Ariel,Sponsored_Products,10943.01,77065,3289,177,127079.11,0,0,0.0427,11.61,3.33,0
Blinkit,Surf_Excel,Sponsored_Products,42160.29,300887,12971,1324,1059924.08,3,0,0.0431,25.14,3.25,0
Swiggy,Oreo,Sponsored_Brands,2002.51,11114,157,5,546.11,0,0,0.0141,0.27,12.75,1
Swiggy,Ariel,Sponsored_Display,42268.74,632571,4080,49,34274.87,3,0,0.0064,0.81,10.36,1
Blinkit,Cadbury,Sponsored_Display,23286.29,271827,1721,49,13415.69,1,0,0.0063,0.58,13.53,1
Blinkit,Sunfeast,Sponsored_Products,11270.6,82437,2029,239,48099.06,1,0,0.0246,4.27,5.55,0
Zepto,Cadbury,Sponsored_Brands,7122.02,30897,560,36,8678.82,4,0,0.0181,1.22,12.72,1
Swiggy,Dove,Sponsored_Brands,47688.7,301093,7546,254,132781.07,3,0,0.0251,2.78,6.32,1
Swiggy,Oreo,Sponsored_Products,4096.95,32446,1460,111,12298.85,6,1,0.045,3.0,2.81,0
Blinkit,Sunfeast,Sponsored_Display,10355.12,112992,1286,36,6940.15,5,1,0.0114,0.67,8.05,1
Zepto,Cadbury,Sponsored_Display,17717.21,199837,1577,30,7933.97,2,0,0.0079,0.45,11.23,1
Swiggy,Surf_Excel,Sponsored_Display,31201.63,458570,3136,38,28191.8,4,0,0.0068,0.9,9.95,1
Swiggy,Bingo,Sponsored_Products,27467.65,262473,12041,1270,120107.21,5,1,0.0459,4.37,2.28,0
Zepto,Dove,Sponsored_Display,6719.35,68284,689,17,9415.06,1,0,0.0101,1.4,9.75,1
Zepto,Oreo,Sponsored_Products,14841.54,90653,2743,174,19723.82,3,0,0.0303,1.33,5.41,1
Swiggy,Dove,Sponsored_Products,12318.21,92068,3393,254,144010.07,4,0,0.0369,11.69,3.63,0
Swiggy,Surf_Excel,Sponsored_Brands,11070.37,71546,1527,79,59762.57,3,0,0.0213,5.4,7.25,0
Zepto,Oreo,Sponsored_Display,20851.64,258088,1719,26,3145.62,1,0,0.0067,0.15,12.13,1
Swiggy,Dove,Sponsored_Products,35349.56,275073,8951,685,383207.88,4,0,0.0325,10.84,3.95,0
Blinkit,Knorr,Sponsored_Display,11263.92,156366,1605,38,6147.43,1,0,0.0103,0.55,7.02,1
Blinkit,Surf_Excel,Sponsored_Display,18650.6,219748,1465,27,19932.06,0,0,0.0067,1.07,12.73,1
Zepto,Surf_Excel,Sponsored_Brands,19850.41,100223,1719,58,45242.79,1,0,0.0172,2.28,11.55,1
Zepto,Surf_Excel,Sponsored_Display,48834.6,631852,4871,91,66955.01,6,1,0.0077,1.37,10.03,1
Zepto,Knorr,Sponsored_Brands,47755.98,201687,3448,185,30572.01,6,1,0.0171,0.64,13.85,1
Blinkit,Knorr,Sponsored_Products,40106.81,353845,14771,1294,209653.09,3,0,0.0417,5.23,2.72,0
Swiggy,Cadbury,Sponsored_Display,12462.12,164132,1702,25,6379.52,2,0,0.0104,0.51,7.32,1
Blinkit,Sunfeast,Sponsored_Products,3867.85,34522,856,55,10263.68,1,0,0.0248,2.65,4.52,1
Swiggy,Bingo,Sponsored_Display,16186.75,221269,1528,35,3382.51,5,1,0.0069,0.21,10.59,1
Blinkit,Dove,Sponsored_Products,13706.33,101625,4985,684,391168.71,6,1,0.0491,28.54,2.75,0
Swiggy,Cadbury,Sponsored_Display,25543.33,366719,3618,53,12101.49,2,0,0.0099,0.47,7.06,1
Blinkit,Dove,Sponsored_Display,38997.53,447764,3404,61,33024.77,0,0,0.0076,0.85,11.46,1
Zepto,Bingo,Sponsored_Display,42986.99,444010,3666,79,6996.86,4,0,0.0083,0.16,11.73,1
Blinkit,Sunfeast,Sponsored_Display,42320.77,470380,2918,61,10636.69,4,0,0.0062,0.25,14.5,1
Swiggy,Knorr,Sponsored_Display,18303.94,257494,2500,44,6446.9,6,1,0.0097,0.35,7.32,1
Blinkit,Sunfeast,Sponsored_Display,34518.1,476612,2817,73,13113.31,2,0,0.0059,0.38,12.25,1
Blinkit,Knorr,Sponsored_Display,15985.29,187045,1989,56,8109.81,6,1,0.0106,0.51,8.04,1
Blinkit,Bingo,Sponsored_Display,3514.82,42164,336,9,842.02,4,0,0.008,0.24,10.46,1
Zepto,Sunfeast,Sponsored_Display,35227.48,449350,3876,67,11322.37,1,0,0.0086,0.32,9.09,1
Blinkit,Cadbury,Sponsored_Products,986.46,8265,364,37,9445.25,2,0,0.044,9.57,2.71,0
Zepto,Oreo,Sponsored_Brands,20754.54,102513,2076,80,9061.7,3,0,0.0203,0.44,10.0,1
Zepto,Cadbury,Sponsored_Display,16804.27,212674,1400,34,7560.1,1,0,0.0066,0.45,12.0,1
Blinkit,Dove,Sponsored_Brands,34822.19,167607,4309,209,106930.29,1,0,0.0257,3.07,8.08,0
Blinkit,Cadbury,Sponsored_Display,38429.15,428168,4009,96,23209.07,1,0,0.0094,0.6,9.59,1
Blinkit,Bingo,Sponsored_Display,15552.68,221580,1963,50,4800.68,3,0,0.0089,0.31,7.92,1
Swiggy,Surf_Excel,Sponsored_Products,40675.54,406358,14612,1204,926185.95,0,0,0.036,22.77,2.78,0
Blinkit,Dove,Sponsored_Products,15048.88,124671,5276,532,312874.0,5,1,0.0423,20.79,2.85,0
Zepto,Sunfeast,Sponsored_Brands,22593.15,94228,2371,184,33072.54,6,1,0.0252,1.46,9.53,1
Blinkit,Dove,Sponsored_Products,36487.42,301031,10828,762,409465.66,4,0,0.036,11.22,3.37,0
Swiggy,Oreo,Sponsored_Products,34799.55,319816,17196,1227,163239.68,6,1,0.0538,4.69,2.02,0
Blinkit,Knorr,Sponsored_Brands,49374.74,288414,6457,294,39658.2,2,0,0.0224,0.8,7.65,1
Swiggy,Sunfeast,Sponsored_Products,11645.47,88039,2179,167,31191.1,0,0,0.0248,2.68,5.34,1
Swiggy,Ariel,Sponsored_Display,33284.74,528208,4686,95,69738.62,2,0,0.0089,2.1,7.1,1
Blinkit,Dove,Sponsored_Brands,30679.25,139842,2434,171,90381.37,6,1,0.0174,2.95,12.6,1
Zepto,Sunfeast,Sponsored_Brands,45797.37,211254,3932,187,35369.01,4,0,0.0186,0.77,11.65,1
Swiggy,Sunfeast,Sponsored_Display,8239.93,101577,803,16,3027.34,3,0,0.0079,0.37,10.26,1
Blinkit,Sunfeast,Sponsored_Products,37714.01,296292,11769,1228,247741.24,6,1,0.0397,6.57,3.2,0
Blinkit,Knorr,Sponsored_Brands,28629.3,162169,2481,130,18148.35,1,0,0.0153,0.63,11.54,1
Zepto,Ariel,Sponsored_Brands,14095.96,71741,1745,74,49333.14,6,1,0.0243,3.5,8.08,0
Swiggy,Bingo,Sponsored_Display,23984.53,334721,3446,78,6512.06,1,0,0.0103,0.27,6.96,1
Swiggy,Cadbury,Sponsored_Display,17021.94,214205,2136,47,11417.2,3,0,0.01,0.67,7.97,1
Blinkit,Sunfeast,Sponsored_Products,29176.01,241954,11529,1696,300946.59,6,1,0.0476,10.31,2.53,0
Blinkit,Surf_Excel,Sponsored_Brands,44505.53,236017,6070,283,221162.98,0,0,0.0257,4.97,7.33,0
Zepto,Bingo,Sponsored_Products,28680.6,188716,6732,530,45988.59,0,0,0.0357,1.6,4.26,1
Zepto,Oreo,Sponsored_Products,31770.26,244884,8843,585,72986.38,2,0,0.0361,2.3,3.59,1
Swiggy,Knorr,Sponsored_Display,26178.02,399578,2702,46,6525.52,3,0,0.0068,0.25,9.69,1
Swiggy,Dove,Sponsored_Brands,3032.69,15155,342,16,8233.33,0,0,0.0226,2.71,8.87,1
Blinkit,Knorr,Sponsored_Brands,12026.5,66820,1879,111,16128.94,6,1,0.0281,1.34,6.4,1
Swiggy,Dove,Sponsored_Brands,24854.09,124659,1935,91,47418.66,3,0,0.0155,1.91,12.84,1
Zepto,Knorr,Sponsored_Display,15856.65,160665,1235,24,3915.95,4,0,0.0077,0.25,12.84,1
Zepto,Dove,Sponsored_Display,9497.3,108327,907,21,10983.62,1,0,0.0084,1.16,10.47,1
Blinkit,Sunfeast,Sponsored_Display,25454.58,324460,2316,80,13484.31,6,1,0.0071,0.53,10.99,1
Zepto,Cadbury,Sponsored_Display,16479.08,180037,1769,45,12731.28,1,0,0.0098,0.77,9.32,1
Zepto,Dove,Sponsored_Display,13276.33,177357,1317,32,17303.16,1,0,0.0074,1.3,10.08,1
Zepto,Ariel,Sponsored_Brands,23467.28,103372,1900,122,82721.23,3,0,0.0184,3.52,12.35,0
Zepto,Dove,Sponsored_Products,7097.57,43187,1506,93,52894.09,3,0,0.0349,7.45,4.71,0
Blinkit,Surf_Excel,Sponsored_Brands,46423.41,214316,5028,317,234248.44,2,0,0.0235,5.05,9.23,0
Blinkit,Dove,Sponsored_Products,43451.25,298954,8543,557,347847.23,1,0,0.0286,8.01,5.09,0
Swiggy,Surf_Excel,Sponsored_Display,35527.22,441365,4349,81,62812.43,2,0,0.0099,1.77,8.17,1
Zepto,Oreo,Sponsored_Products,5757.58,46527,1868,150,18536.64,1,0,0.0401,3.22,3.08,0
Swiggy,Sunfeast,Sponsored_Brands,38905.92,216676,3480,132,21465.11,2,0,0.0161,0.55,11.18,1
Blinkit,Surf_Excel,Sponsored_Brands,40493.89,177310,2808,129,99588.2,2,0,0.0158,2.46,14.42,1
Blinkit,Cadbury,Sponsored_Products,38504.35,330495,13606,1436,332951.12,4,0,0.0412,8.65,2.83,0
Blinkit,Bingo,Sponsored_Display,6141.31,67851,649,16,1308.9,2,0,0.0096,0.21,9.46,1
